33.9497248490001,-118.170692167,9
33.938962899,-117.251002009,9
33.201946472,-79.8704028509999,8
33.9350065470001,-82.398563633,6
26.3066048060001,-80.888142898,8
33.9231948440001,-118.209772171,10
33.51672633,-85.846924609,4
33.52113633,-85.879914619,4
31.053616774,-89.411116582,6
36.649936644,-92.868106763,4
38.8754873840001,-86.295845092,4
34.0087548560001,-118.158712169,10
44.564428504,-84.054444946,6
44.4533885010001,-83.770614845,5
33.711018869,-117.312460002,10
43.950407066,-103.726410375,2
33.56977792,-116.078484775,9
37.6753768570001,-92.3478067039999,3
36.8499866720001,-93.026146822,4
29.2550254990001,-81.943383297,4
29.091825471,-81.537223173,5
30.6650057480001,-84.5808374119999,8
30.6650057480001,-84.5808374119999,8
29.3225055120001,-82.0266700239999,5
31.10716548,-95.0912669959999,7
33.511116327,-85.888154621,4
35.4653059780001,-101.644748906,3
33.9320509020001,-117.189190998,9
33.9361969,-117.226393005,9
46.673335697,-121.095914476,5
33.783395882,-117.237987995,9
